state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
Himachal Pradesh,Mangalorean Gravy,"Amla, Katu",Ushna,Katu,"Vata, Pitta",Stimulating,Pairs well with rice.
Himachal Pradesh,Methi Thepla,"Amla, Katu",Ushna,Katu,Vata,Enhances,Great for breakfast or snacks.
Himachal Pradesh,Patande,"Madhura, Amla",Ushna,Madhura,"Vata, Pitta",Strengthening,Served during breakfast.
Himachal Pradesh,Tandoori Roti,Madhura,Ushna,Madhura,"Kapha, Vata",Balances,Perfect for main course.
Himachal Pradesh,Rajma,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha",Strengthening,Ideal for lunch with rice.
Himachal Pradesh,Makai Ki Roti,Madhura,Ushna,Madhura,"Vata, Pitta",Enhances,Best served with all dishes.
Himachal Pradesh,Palak Patta Chaat,"Amla, Katu",Ushna,Katu,"Vata, Pitta",Stimulating,Perfect as a snack.
Himachal Pradesh,Chana Pulao,"Amla, Madhura",Ushna,Madhura,"Vata, Pitta",Enhances,Best for lunch.
Himachal Pradesh,Pahari Aloo,"Madhura, Amla",Ushna,Madhura,Vata,Strengthening,Perfect for thali.
Himachal Pradesh,Bhaang Ki Chutney,"Amla, Katu",Ushna,Katu,Vata,Stimulating,Great as a side condiment.
Himachal Pradesh,Kadha,"Tikta, Kashaya",Ushna,Katu,"Vata, Kapha",Enhances,Served during cold weather.
Himachal Pradesh,Aloo Gutke,"Madhura, Katu",Ushna,Madhura,"Vata, Kapha",Stimulating,Ideal for winter meals.
Himachal Pradesh,Puri,Madhura,Ushna,Madhura,Kapha,Increases,Perfect alongside any curry.
Himachal Pradesh,Biryani,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha",Strengthens,Ideal for special occasions.
Himachal Pradesh,Namkeen,"Katu, Amla",Ushna,Katu,Vata,Stimulating,Best as a snack.
Himachal Pradesh,Lentil Soup,"Madhura, Amla",Ushna,Madhura,"Vata, Pitta",Enhances,Served warm during meals.
Himachal Pradesh,Chana Madra,"Madhura, Amla",Ushna,Madhura,"Kapha, Pitta",Balances,Digestive aid
Himachal Pradesh,Siddu,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha",Stimulates,Breakfast or snack
Himachal Pradesh,Dhaman,Madhura,Ushna,Madhura,Kapha,Enhances,Special occasions
Himachal Pradesh,Gaddhi,Madhura,Ushna,Madhura,"Vata, Pitta",Balances,Seasonal dish
Himachal Pradesh,Bhating,Madhura,Ushna,Madhura,"Vata, Pitta",Digestive aid,Light meal
Himachal Pradesh,Kullu Biryani,"Madhura, Amla",Ushna,Madhura,"Pitta, Vata",Stimulates,Festive dish
Himachal Pradesh,Sidu,Madhura,Ushna,Madhura,Kapha,Enhances,Evening snack
Himachal Pradesh,Chutney Patande,"Amla, Katu",Ushna,Amla,Pitta,Stimulates,Side dish
Himachal Pradesh,Pahari Rajma,"Madhura, Amla",Ushna,Madhura,"Kapha, Vata",Balances,Main course
Himachal Pradesh,Aloo Chana,Madhura,Ushna,Madhura,Pitta,Enhances,Comfort food
Himachal Pradesh,Kadhi,"Amala, Katu",Ushna,Madhura,Pitta,Stimulates,Accompaniment to rice
Himachal Pradesh,Kheer,Madhura,Ushna,Madhura,"Pitta, Vata",Balances,Dessert
Himachal Pradesh,Dhokla,Madhura,Ushna,Madhura,"Vata, Kapha",Stimulates,Snack
Himachal Pradesh,Methi Thepla,"Amla, Madhura",Ushna,Madhura,"Vata, Kapha",Balances,Breakfast or lunch
Himachal Pradesh,Pahari Chutney,"Amla, Katu",Ushna,Amla,Pitta,Stimulates,Sandwich spread
Himachal Pradesh,Ghar ki Sabzi,"Madhura, Amla",Ushna,Madhura,Vata,Balances,Daily meal
Himachal Pradesh,Pumpkin Curry,"Madhura, Katu",Ushna,Madhura,"Kapha, Vata",Stimulates,Accompaniment to rice
Himachal Pradesh,Mixed Vegetable Curry,"Madhura, Amla",Ushna,Madhura,"Kapha, Pitta",Balances,Main course
Himachal Pradesh,Tandoori Roti,Madhura,Ushna,Madhura,Vata,Enhances,Serving with curries
Himachal Pradesh,Dal,Madhura,Ushna,Madhura,"Vata, Pitta",Stimulates,Main protein source
Himachal Pradesh,Dum Pukht Veg Biryani,"Madhura, Amla",Ushna,Madhura,"Kapha, Pitta",Stimulates,Special occasions
Jharkhand,Litti Chokha,"Sour, Salty",Ushna,Madhura,Balances Vata and Kapha,Stimulates digestion,As a main meal or during festivals
Jharkhand,Thekua,Sweet,Ushna,Madhura,Balances Vata,Strengthens agni,As a snack during festivals
Jharkhand,Dhuska,Salty,Ushna,Madhura,Balances Vata and Pitta,Enhances digestion,As a breakfast dish
Jharkhand,Pitha,"Sweet, Salty",Shita,Madhura,Balances Vata and Kapha,Moderate,During festivals or as a snack
Jharkhand,Sama Rice Khichdi,Salty,Ushna,Madhura,Balances Vata and Kapha,Strengthens agni,For a light meal
Jharkhand,Bamboo Shoot Curry,"Pungent, Bitter",Ushna,Amla,Balances Vata and Kapha,Stimulates appetite,As a side dish with rice
Jharkhand,Methi Thepla,"Bitter, Sweet",Ushna,Madhura,Balances Vata,Improves digestion,As a breakfast option
Jharkhand,Aloo Baingan,"Bitter, Salty",Ushna,Katu,"Balances Kapha, aggravates Vata",Moderate,As a side dish with roti
Jharkhand,Chana Dal,"Sweet, Salty",Ushna,Madhura,Balances Vata and Pitta,Strengthens agni,As a protein-rich main dish
Jharkhand,Khar,"Bitter, Salty",Ushna,Amla,Balances Vata and Kapha,Stimulates digestion,With rice as a main meal
Jharkhand,Puri,Salty,Ushna,Madhura,Balances Vata and Pitta,Moderate,As a side with sabji
Jharkhand,Aloo Paratha,"Salty, Sweet",Ushna,Madhura,Balances Vata and Pitta,Enhances digestion,For breakfast or lunch
Jharkhand,Sarson Da Saag,"Bitter, Pungent",Ushna,Katu,"Balances Kapha, aggravates Vata",Stimulates appetite,As a main dish in winter
Jharkhand,Cabbage Sabji,"Bitter, Sweet",Ushna,Madhura,Balances Vata and Kapha,Enhances digestion,As a side dish
Jharkhand,Bhindi Masala,"Sweet, Salty",Ushna,Madhura,Balances Vata and Kapha,Stimulates digestion,With roti or rice
Jharkhand,Kheer,Sweet,Ushna,Madhura,Balances Vata,Moderate,As a dessert
Jharkhand,Chhura,"Sweet, Salty",Ushna,Madhura,Balances Vata and Kapha,Strengthens agni,As a snack or light meal
Jharkhand,Paalak Tofu,"Bitter, Sweet",Ushna,Madhura,Balances Vata and Kapha,Enhances digestion,As a nutritious side dish
Jharkhand,Rajma,"Sweet, Salty",Ushna,Madhura,Balances Vata and Pitta,Strengthens agni,With rice or roti
Jharkhand,Lentil Soup,Salty,Ushna,Madhura,Balances Vata and Pitta,Enhances digestion,For a light meal or starter
Jharkhand,Mixed Vegetable Sabzi,"Bitter, Sweet",Ushna,Madhura,Balances Vata and Kapha,Stimulates appetite,As a side dish
Jharkhand,Vegetable Biryani,Savory,Ushna,Madhura,Balances Vata and Kapha,Strengthens agni,As a celebratory meal
Jharkhand,Makhana Kheer,Sweet,Ushna,Madhura,Balances Vata,Moderate,As a festival dessert
Jharkhand,Besan Chilla,"Bitter, Salty",Ushna,Madhura,Balances Vata,Enhances digestion,As a breakfast or snack
Jharkhand,Thekua,"Madhura, Amla",Ushna,Madhura,Balancing for Vata and Kapha,Slightly Agni enhancing,Festivals and celebrations
Jharkhand,Pua,Madhura,Ushna,Madhura,Balances Vata and Kapha,Digestive stimulant,Snack or light meal
Jharkhand,Dhuska,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Moderate Agni enhancing,Breakfast or brunch
Jharkhand,Litti Chokha,"Madhura, Katu",Ushna,Katu,Balances Vata and Kapha,Enhances digestive fire,Main meal
Jharkhand,Baigana Bharta,"Amla, Katu",Ushna,Madhura,Balances Pitta and Kapha,Enhances Agni,Side dish with rice
Jharkhand,Rugda,Madhura,Ushna,Madhura,Balances Vata and Kapha,Gentle Agni enhancer,Sweet dish or dessert
Jharkhand,Chura,Madhura,Ushna,Madhura,Balances Vata,Promotes digestion,Light breakfast
Jharkhand,Kachori,"Madhura, Amla",Ushna,Madhura,Vata and Kapha aggravation,Strong Agni enhancer,Snacks or breakfast
Jharkhand,Sattu,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Improves digestive fire,Energy drink or meal replacement
Jharkhand,Sarson da Saag,"Katu, Amla",Ushna,Katu,Balances Vata,Stimulates digestive fire,Seasonal winter dish
Jharkhand,Patliputra Thali,"Madhura, Katu",Ushna,Madhura,Balances Vata and Kapha,Enhances Agni,Complete meal for special occasions
Jharkhand,Khar,"Amla, Katu",Ushna,Amla,Balances Kapha and Pitta,Moderate Agni enhancer,Accompaniment to main meals
Jharkhand,Pitla,"Madhura, Amla",Ushna,Madhura,Balances Vata,Enhances digestive capacity,Breakfast dish with chapati
Jharkhand,Bihari Litti,"Madhura, Katu",Ushna,Madhura,Kapha aggravation,Strongly stimulates Agni,Main dish for lunch
Jharkhand,Jhor,"Madhura, Katu",Ushna,Katu,Balances Kapha,Enhances Agni,Soupy accompaniment with rice
Jharkhand,Bhindki,"Katu, Amla",Ushna,Katu,Vata aggravation,Enhances digestive fire,Side dish for meals
Jharkhand,Nihari,"Madhura, Katu",Ushna,Madhura,Balances Vata and Pitta,Enhances Agni,Festive dish for gatherings
Jharkhand,Aloo Kheer,Madhura,Ushna,Madhura,Balancing for all doshas,Slightly enhances Agni,Dessert for festivals
Jharkhand,Chaat,"Amla, Katu",Ushna,Katu,Pitta aggravation,Enhances digestive power,Street food snack
Jharkhand,Bajra Khichdi,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Nourishing and Agni enhancing,Comfort food during winter
Jharkhand,Kanda Bhaji,"Katu, Amla",Ushna,Amla,Balances Pitta,Enhances Agni,Tea time snacks
Jharkhand,Chatkora,"Katu, Amla",Ushna,Katu,Balances Kapha,Enhances digestive fire,Flavor enhancer for main courses
Jharkhand,Kharbuja Raita,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Cool and soothing,Side dish with spicy food
Jharkhand,Thekua,Sweet,Warm,Sweet,Balances Vata and Kapha,Enhances Agni,Snack during festivals or pooja
Jharkhand,Chura Dahi,"Sour, Sweet",Cool,Sour,Balances Pitta and Vata,Aids digestion,Light breakfast or snack
Jharkhand,Pitha,"Sweet, Salty",Warm,Sweet,Balances Vata and Kapha,Light on the stomach,Traditional festivals and rituals
Jharkhand,Sama Rice Khichdi,Salty,Warm,Salty,Balances Vata and Pitta,Stimulates Agni,Digestive rest day meal
Jharkhand,Daal Bhari Kachori,Salty,Warm,Salty,Balances Vata,Moderate,Snack or meal accompaniment
Jharkhand,Kadhi Pakora,"Sour, Salty",Warm,Sour,Balances Vata and Kapha,Aids digestion,Main dish with rice
Jharkhand,Murhi,"Sweet, Salty",Warm,Sweet,Balances Vata and Kapha,Enhances Agni,Tasty snack
Jharkhand,Bamboo Shoot Curry,"Bitter, Pungent",Warm,Bitter,Balances Kapha,Stimulates Agni,Main dish with rice
Jharkhand,Aloo Ddum,Salty,Warm,Salty,Balances Vata and Kapha,Stimulates digestion,Comfort food for gatherings
Jharkhand,Sooji Halwa,Sweet,Warm,Sweet,Balances Vata,Enhances Agni,Dessert for celebrations
Jharkhand,Saag,"Bitter, Sweet",Cool,Sweet,Balances Pitta and Vata,Gentle on Agni,Healthy side dish
Jharkhand,Baigana Bharta,"Bitter, Sweet",Warm,Bitter,Balances Kapha,Stimulates Agni,Main dish accompaniment
Jharkhand,Bhindi Masala,"Bitter, Salty",Warm,Bitter,Balances Vata and Kapha,Good for digestion,Vegetable side dish
Jharkhand,Litti Chokha,Salty,Warm,Salty,Balances Vata and Kapha,Stimulates Agni,Traditional meal option
Jharkhand,Gajar Ka Halwa,Sweet,Warm,Sweet,Balances Vata,Enhances Agni,Dessert for winter months
Jharkhand,Kadhi with Methi,"Sour, Bitter",Warm,Sour,Balances Vata and Kapha,Aids digestion,Main dish with rice
Jharkhand,Gond Laddoo,Sweet,Warm,Sweet,Balances Vata,Enhances Agni,Winter snack or energy booster
Jharkhand,Daal Biryani,"Savory, Spicy",Warm,Savory,Balances Vata and Pitta,Stimulates Agni,Main meal for special occasions
Jharkhand,Khichdi,Salty,Warm,Salty,Balances Vata and Kapha,Gentle on Agni,Comfort food on sick days
Jharkhand,Kacha Aam Ka Achar,Sour,Warm,Sour,Balances Vata and Pitta,Stimulates Agni,Side dish during summer
Jharkhand,Bhel Puri,"Savory, Sweet",Cool,Sweet,Balances Vata,Light on the stomach,Evening snack
Jharkhand,Rajma Chawal,"Savory, Sweet",Warm,Sweet,Balances Vata and Kapha,Moderate,Main meal on weekends
Jharkhand,Methi Thepla,"Bitter, Salty",Warm,Bitter,Balances Vata,Enhances Agni,Breakfast or snack
Jharkhand,Thekua,Sweet,Heating,Sweet,Balances Vata and Kapha,Promotes digestion,Festivals and offerings
Jharkhand,Pitha,Sweet/Savory,Neutral,Sweet,Balances Vata,Stimulates digestion,Winter festivals
Jharkhand,Litti Chokha,Savory,Heating,Pungent,Balances Vata and Kapha,Enhances digestion,Everyday meal
Jharkhand,Baigani,Bitter,Cooling,Bitter,Balances Pitta,Cleanses agni,Accompaniment with rice
Jharkhand,Sattu,Savory,Heating,Sweet,Balances Vata,Improves digestive fire,Breakfast option
Jharkhand,Aloo Bonda,Savory,Heating,Pungent,Balances Vata and Kapha,Stimulates appetite,Snack time
Jharkhand,Chura Dahi,Sweet/Savory,Cooling,Sweet,Balances Pitta and Vata,Soothes digestive tract,Light breakfast or snack
Jharkhand,Dal Pitha,Savory,Heating,Pungent,Balances Vata,Enhances digestive fire,Main course meal
Jharkhand,Saal Leaf Pakora,Savory,Heating,Pungent,Balances Vata and Kapha,Stimulates appetite,Tea time snack
Jharkhand,Kadhi,Sour,Cooling,Sour,Balances Vata and Pitta,Aids digestion,With rice or chapati
Jharkhand,Gond Laddoo,Sweet,Heating,Sweet,Balances Vata,Boosts energy,Traditional sweets for festivals
Jharkhand,Kharra,Bitter,Heating,Bitter,Balances Pitta,Cleanses agni,Side dish with meals
Jharkhand,Roti Made from Rice Flour,Savory,Neutral,Pungent,Balances Vata,Promotes digestion,Accompaniment to curries
Jharkhand,Chutney,Pungent/Sour,Heating,Pungent,Balances Vata and Kapha,Stimulates digestive fire,Accompaniment with meals
Jharkhand,Saag,Bitter,Cooling,Bitter,Balances Pitta,Aids digestion,Main dish or side
Jharkhand,Pulari,Savory,Neutral,Sweet,Balances Vata and Kapha,Easily digestible,Snack or light meal
Jharkhand,Murmura,Savory,Heating,Pungent,Balances Vata,Good for agni,Snack food
Jharkhand,Masoor Dal,Savory,Heating,Pungent,Balances Vata and Kapha,Enhances digestion,Main course dish
Jharkhand,Biryani made with Vegetables,Savory,Heating,Pungent,Balances Vata and Pitta,Promotes digestion,Special occasions
Jharkhand,Chawal Ka Halwa,Sweet,Heating,Sweet,Balances Vata,Enhances digestive fire,Dessert option
Jharkhand,Murukku,Savory,Heating,Pungent,Balances Vata and Kapha,Stimulates agni,Tea-time snack
Jharkhand,Chana Chaat,Savory,Heating,Pungent,Balances Vata,Boosts agni,Snack or starter
Karnataka,Bisi Bele Bath,"Ushna, Amla",Ushna,Madhura,Vata-Pitta-Kapha balancing,Stimulating,A wholesome meal for energizing and nourishing
Karnataka,Mangalore Buns,"Madhura, Amla",Ushna,Madhura,Pitta aggravating if overconsumed,Stimulating,Snack or breakfast with chutney
Karnataka,Ragi Mudde,Madhura,Shita,Madhura,Balancing for Vata and Pitta,Neutral,Staple food for sustaining energy
Karnataka,Saaru (Rasam),"Ushna, Amla",Ushna,Katu,Pitta enhancing if spicy,Stimulating,Digestive aid with rice
Karnataka,Akki Roti,"Madhura, Amla",Ushna,Madhura,Balancing for Kapha,Stimulating,Breakfast or dinner with chutney
Karnataka,Neer Dosa,"Ushna, Madhura",Shita,Madhura,Pitta reducing,Gentle,Light meal or snack option
Karnataka,Karnataka Puliogare,"Ushna, Amla",Ushna,Katu,Pitta enhancing if spicy,Stimulating,Travel food or quick meal
Karnataka,Onion Pakoda,"Ushna, Katu",Ushna,Katu,Vata and Pitta aggravating,Stimulating,Evening tea-time snack
Karnataka,Chitranna,"Ushna, Amla",Ushna,Katu,Pitta enhancing if made with lemon,Stimulating,Quick lunch option
Karnataka,Yennegai (Stuffed Brinjal),"Ushna, Katu",Ushna,Katu,Pitta aggravating if overused,Stimulating,Main dish with rice
Karnataka,Cabbage Gojju,"Ushna, Amla",Ushna,Katu,Vata and Pitta balancing,Stimulating,Accompaniment to rice
Karnataka,Bidadi Vada,"Ushna, Katu",Ushna,Katu,Vata aggravating,Stimulating,Snack with coffee
Karnataka,Soppina Palya,"Madhura, Amla",Ushna,Madhura,Balancing for all doshas,Neutral,Side dish with rice
Karnataka,Benne Dosa,"Ushna, Madhura",Ushna,Madhura,Balancing for Vata and Pitta,Stimulating,Breakfast with chutney
Karnataka,Paalya,"Ushna, Amla",Shita,Madhura,Balancing for Kapha,Gentle,Side dish with chapati
Karnataka,Gojju Rotti,"Ushna, Amla",Ushna,Katu,Vata and Pitta balancing,Stimulating,Breakfast or snack
Karnataka,Methi Thepla,"Bitter, Amla",Ushna,Madhura,Vata and Pitta balancing,Stimulating,Healthy snack option
Karnataka,Karnataka Style Puliyogare,"Ushna, Amla",Ushna,Katu,Pitta enhancing,Stimulating,Quick meal for pack lunches
Karnataka,Ragi Sangati,Madhura,Shita,Madhura,Balancing for Kapha,Gentle,Healthy main meal with a curry
Karnataka,Hesarubele Kheer,Madhura,Ushna,Madhura,Pitta balancing,Gentle,Dessert for special occasions
Karnataka,Sakkare Watti,Madhura,Ushna,Madhura,Balancing for all,Gentle,Festive sweet dish
Karnataka,Palak Noodles,"Ushna, Amla",Shita,Madhura,Balancing for Pitta,Gentle,Healthy alternative for noodles
Karnataka,Rawa Kesari,Madhura,Ushna,Madhura,Balancing for all,Gentle,Sweet dish for celebrations
Karnataka,Bisi Bele Bath,"Madhura, Amla",Ushna,Madhura,Vata and Kapha balancing,Stimulating,"Hearty meal, nourishing"
Karnataka,Ragi Mudde,"Madhura, Amla",Shita,Madhura,Vata diminishing,Neutral,"Satiating meal, staple food"
Karnataka,Sambar,"Amla, Katu",Ushna,Katu,Kapha reducing,Stimulating,"Accompaniment to rice, appetite enhancer"
Karnataka,Karnataka Style Pulao,"Madhura, Katu",Ushna,Madhura,Vata and Kapha balancing,Stimulating,"Festive occasions, delicious main course"
Karnataka,Malliswada,Madhura,Ushna,Madhura,Vata and Kapha reducing,Appetite enhancer,"Snacks, tea time"
Karnataka,Uttapam,"Madhura, Amla",Ushna,Madhura,Vata reducing,Stimulating,"Breakfast, healthy snack"
Karnataka,Akki Roti,"Madhura, Katu",Ushna,Madhura,Vata balancing,Stimulating,"Breakfast, main dish"
Karnataka,Chitranna,Amla,Ushna,Amla,Kapha and Pitta balancing,Stimulating,"Light meal, picnic food"
Karnataka,Kobbari Chutney,"Madhura, Katu",Shita,Madhura,Vata diminishing,Neutral,Accompaniment to meals
Karnataka,Bajra Roti,Madhura,Ushna,Madhura,Vata and Kapha balancing,Stimulating,"Main meal, hearty"
Karnataka,Daalitoy,Madhura,Ushna,Madhura,Vata reducing,Stimulating,Side dish with rice
Karnataka,Holige,Madhura,Ushna,Madhura,Kapha reducing,Stimulating,"Dessert, festive occasions"
Karnataka,Puliogare,"Amla, Katu",Ushna,Amla,Kapha and Pitta balancing,Stimulating,"Travel food, convenient meal"
Karnataka,Karnataka Style Bisibele Bath,"Madhura, Amla",Ushna,Madhura,Vata and Kapha balancing,Stimulating,Nourishing meal
Karnataka,Chakli,"Madhura, Katu",Ushna,Madhura,Vata reducing,Stimulating,"Snack, festive occasions"
Karnataka,Pesarattu,"Madhura, Katu",Ushna,Madhura,Vata and Kapha reducing,Stimulating,"Breakfast, filling meal"
Karnataka,Moong Daal Khichdi,"Madhura, Amla",Ushna,Madhura,Vata and Pitta balancing,Stimulating,"Light meal, easy digestion"
Karnataka,Pav Bhaji,"Madhura, Katu",Ushna,Madhura,Vata and Kapha reducing,Stimulating,"Street food, quick meal"
Karnataka,Tomato Rice,"Amla, Madhura",Ushna,Madhura,Kapha and Vata balancing,Stimulating,"Quick meal, lunch box"
Karnataka,Davangere Benne Dosa,"Madhura, Amla",Ushna,Madhura,Vata diminishing,Stimulating,"Breakfast, delicious snack"
Karnataka,Gojju,Amla,Ushna,Madhura,Pitta reducing,Stimulating,Side dish for rice
Karnataka,Kasha Karanji,Madhura,Ushna,Madhura,Vata and Kapha reducing,Stimulating,"Snack, festive occasions"
Karnataka,Vegetable Sagu,"Madhura, Amla",Ushna,Madhura,Vata balancing,Stimulating,Accompaniment to bread or rice
Karnataka,Bisi Bele Bath,"Madhura, Amla",Ushna,Madhura,"Pitta, Kapha balancer",Agni stimulant,Main course meal
Karnataka,Bisibelebath Powder,"Madhura, Amla",Ushna,Madhura,Kapha pacifier,Agni enhancer,Preparation for Bisibelebath
Karnataka,Ragi Mudde,Madhura,Snigdha,Madhura,Vata and Pitta pacifier,Moderate,Combination with Sambar or curry
Karnataka,Akki Roti,Madhura,Ushna,Amla,Vata and Pitta balancing,Agni enhancing,Breakfast or snack
Karnataka,Sakkarai Pongal,Madhura,Ushna,Madhura,Pitta pacifier,Soothing to the stomach,Festivals and celebrations
Karnataka,Chakki Roti,"Madhura, Amla",Ushna,Madhura,Kapha and Vata balancing,Good for digestion,Side dish with curry
Karnataka,Gobbara Rotti,Madhura,Ushna,Madhura,Pitta pacifier,Agni stimulating,Snack or breakfast option
Karnataka,Mangalorean Gharama,"Amla, Katu",Ushna,Katu,Kapha pacifier,Enhances digestive fire,Main course meal
Karnataka,Neer Dosa,Madhura,Shita,Madhura,"Pitta pacifier, Vata aggravator",Light and easy to digest,Breakfast or brunch
Karnataka,Obbattu,Madhura,Ushna,Madhura,Pitta pacifier,Agni stimulating,"Dessert, especially during festivals"
Karnataka,Chitranna,"Amla, Katu",Ushna,Madhura,Vata and Kapha balancing,Energizing for digestion,Lunch or dinner
Karnataka,Vangi Bath,"Katu, Amla",Ushna,Amla,Kapha pacifier,Stimulates digestion,Main course meal
